app_id,app_name,category,description,avg_rating,ratings_count,installs,app_link
79,Language Learning with Ling,Language Learning,"Roses are red. Violets are blue. “I love you” sounds better when it’s said just for you. Learn your partner’s language this Valentine’s Day with Ling!

Download Ling for FREE and learn…

Afrikaans, Albanian, Amharic, Armenian, Azerbaijani, Bengali, Bosnian, Bulgarian, Burmese, Cantonese, Catalan, Cebuano, Chinese Simplified, Chinese Traditional, Croatian, Czech, Danish, Dutch, English, Estonian, Finnish, French, German, Georgian, Greek, Gujarati, Hebrew, Hindi, Hokkien, Hungarian, Icelandic, Indonesian, Irish, Italian, Japanese, Javanese, Kannada, Kazakh, Khmer, Korean, Lao, Latvian, Lithuanian, Malaysian, Malayalam, Maori, Marathi, Mongolian, Norwegian, Nepali, Polish, Portuguese, Pashto, Persian, Punjabi, Romanian, Russian, Serbian, Sinhala, Slovak, Slovenian, Somali, Sorbian, Spanish, Standard Arabic, Sundanese, Swahili, Swedish, Tagalog, Tamil, Telugu, Thai, Turkish, Ukrainian, Urdu, Uzbek, Vietnamese, Yoruba

Learn languages with Ling and…

- Learn from short, interactive lessons that build vocabulary, grammar, speaking, listening, reading, & writing
- Build your language skills from beginner to advanced with diverse lesson content
- Stay motivated with built-in gamification (points, streaks, leaderboards)
- Access 70+ languages you can’t find anywhere else

Download Ling to start learning languages!

Ling is for…

- Expats, travelers, students, heritage seekers, and more
- People who want to learn less commonly taught languages, particularly from Asia and Eastern Europe

50+ units and 200+ lessons per language…

- Introduction
- Basic Sentences
- Numbers & Family
- Numbers & Counting
- Activities
- Food & Tastes
- Vegetables & Fruits
- In the Cafe
- Eating Out
- Where is it?
- Places & Locations
- Navigation
- Occupations & Workplaces
- Family Members & Moods
- Shapes, Objects, & Colors
- Clothing
- Accessories
- Footwear
- Date
- Time
- Traveling
- In the Classroom
- Music
- Post Office & Bank
- Sightseeing
- Accommodation
- At the Airport
- Relationships
- Emergency
- Meet the Doctor
- Body & Appearance
- Weather & Forecast
- Reasoning
- Dating
- Romance I
- Social Network
- Romance II
- Cooking
- Telling a Story
- In the Meeting
- Business
- Business Talk
- Nature & Landscape
- Disaster
- Spaceship
- In the House
- In the Court
- Health
- Wishes I
- Wishes II

Find more of Ling…

https://ling-app.com/
https://www.instagram.com/ling_app/
https://www.youtube.com/@LingLearnLanguages
https://www.tiktok.com/@ling_app?lang=en
https://www.facebook.com/Ling.learn.languages/
https://www.quora.com/Ling-Language-Lessons

If you have any comments, suggestions, or concerns, please feel free to reach out at support@ling-app.com

Terms of Use: https://ling-app.com/terms-of-use/
Privacy Policy: https://ling-app.com/privacy-policy/",4.57,26907,"1,000,000+",https://play.google.com/store/apps/details?id=com.simyasolutions.ling.universal
80,Read Along by Google,Language Learning,"Read Along (formerly Bolo) is a free and fun speech based reading tutor app designed for children aged 5 and above.

It helps them improve their reading skills in English and many other languages (Hindi, Bangla, Marathi, Tamil, Telugu, Urdu, Spanish & Portuguese) by encouraging them to read aloud interesting stories and collect stars and badges together with ""Diya"", the friendly in app assistant. 

Diya listens to children when they read and offers realtime positive feedback when they read well and helps them out when they get stuck - even when offline & without data!

Features: 
• Works Offline : Once downloaded, it works offline, so it does not use any data.
• Safe : Since the app is made for children, there are no ads, and all sensitive information stays only on the device.  
• Free: The app is completly free to use and has a vast library of books with different reading levels from Pratham Books, Katha Kids & Chhota Bheem, with new books added regularly. 
• Games: Educational games within the app, make the learning experience fun. 
• In-App Reading Assistant:  Diya, the in-app reading assistant helps children read out loud and provides positive reinforcement when they read correctly, and help wherever they get stuck. 
• Multi Child Profile: Multiple children can use the same app and create their individual profiles to track their own progress.
• Personalised: The app recommends the right level of difficulty books to each child depending on their reading level.

Languages available :
With Read Along, children can read a variety of fun and engaging stories in different languages including:
• English
• Hindi (हिंदी)
• Bangla (বাংলা) 
• Urdu (اردو) 
• Telugu (తెలుగు) 
• Marathi (मराठी) 
• Tamil (தமிழ்) 
• Spanish (Español) 
• Portuguese (Português)

 With just 10 minutes of fun & practice every day, inspire your child to become a reading star for life! ",4.05,57229,"10,000,000+",https://play.google.com/store/apps/details?id=com.google.android.apps.seekh
81,Programming Hub: Learn to code,Learn Programming & Coding IDE's,"Coding and programming app to learn to code with HTML, Javascript, C, C++, C#, Swift, Python, R Programming, Java, Artificial Intelligence, CSS, etc.  for free with a one-stop app - “Programming Hub: Learn to code”

This coding and programming app is created using research and in collaboration with Google experts and offers a perfect path to learn programming. You will learn to code like an expert, and also enjoy it like a game. It's easy, it's fast and it's fun!

✅ Google Play's Editor's Choice  🏆

✅ Google Play's ""Best of the Best"" of 2017!  😻👯

✅ Recognized and backed by Google launchpad accelerator💪

✅ No Ads 👿

With a huge collection of 5000+ programs (code examples), 20+ courses and the fastest compiler in the world, all your programming needs are bundled in a single app for your daily practice.

What all programming languages you can learn with this coding tutor app?  

👨🏻‍💻Learn Java - Java is an object-oriented, general purpose, high-level programming language. Today Java is being used to develop a range of software like web applications, J2ME Apps, Embedded Space, Android, Big Data analytics, etc.

👨🏻‍💻Learn C Programming - C programming is a powerful general-purpose language. If you are new to programming then C Programming is the best language to start your programming journey.

👨🏻‍💻Learn C++ -  C++ is used nearly everywhere for everything from systems programming, numerical and scientific computing, web development, writing compilers, console games, desktop applications and so on.

👨🏻‍💻Learn HTML - HTML is the standard markup language for creating web pages and web applications. HTML is most commonly used as the format for online documents i.e web pages. 

👨🏻‍💻Learn Javascript - JavaScript is a web programming language that is run by most browsers. With Programming Hub, you can find Javascript tutorials to become a Javascript expert.

👨🏻‍💻Learn R Programming: R is a programming language and software environment for statistical analysis, graphics representation, and reporting.

Here are other reasons why you should choose Programming Hub as a single app for your coding learning needs. With the “Programming Hub: Learn to code” app, you can -

👨🏻‍💻Learn CSS 
👨🏻‍💻Learn VB.net 
👨🏻‍💻Learn C# (C Sharp)
👨🏻‍💻Learn Python 2.7
👨🏻‍💻Learn Python 3
👨🏻‍💻Learn Linux Shell Scripting
👨🏻‍💻Learn R Programming
👨🏻‍💻Learn Swift
👨🏻‍💻Learn SQL
👨🏻‍💻Learn Jquery
👨🏻‍💻Learn Assembly 8086

**************************
APP FEATURES
**************************
While we make coding learning easy and fun, here are features that would make us your single choice to learn programming languages -

🚀Programming Courses: To make your learning more interesting, our experts have created bite-sized and interactive courses which will help you learn programming like never before. It's the best place to learn new concepts.

🚀Programming & Coding Examples: 5000+ programs in 100+ programming languages and counting, programming hub has one of the largest collection of pre-compiled programs with output for practice and learning.

🚀Compiler: The fastest compiler in the world on Android with support to compile and run over 20+ programming languages. 

Other Features to improve your programming learning experience includes 

1. Concept-based illustrations to easily learn to code in a fun way 
2. Interactive learning experience 
3. Periodic Updates with new programming examples and course content 


Instead of giving us a lower rating, please mail us your queries, issues or suggestions at hello@programminghub.io. We will be happy to solve them for you :) 

Visit our website: www.programminghub.io

Terms of Service: Terms

Privacy policy: Privacy",4.77,224727,"10,000,000+",https://play.google.com/store/apps/details?id=com.freeit.java
82,Mimo: Learn Coding/Programming,Learn Programming & Coding IDE's,"Learn coding in Python, JavaScript, HTML, CSS, or SQL, and master modern AI-assisted development to become a developer in the age of AI. Mimo is a coding app that takes you from zero programming skills to building AI-powered projects. Gain the knowledge and tools to create production-ready software and pursue a job as a developer. Start building strong portfolio projects that help you stand out, future-proof your skills, and take the next step beyond just programming syntax. Download Mimo and launch your developer career now!

Who It's For

The Mimo programming app stands out by guiding aspiring developers through a proven, structured learning process. Unlike other programming apps that focus on passive tutorials, Mimo delivers hands-on, career-relevant coding skills. You progress from your first line of code in HTML, Python, or any other programming language, to mastering AI-assisted software development, building a portfolio of real-world apps that showcase your abilities.

What You Get With Mimo

Mimo is an all-in-one programming app that provides guided learning paths and an AI-powered environment to help you learn programming and build a portfolio.

- Learn coding fundamentals of Python, JavaScript, HTML, CSS, SQL, and more.
- Go from beginner to developer with structured paths in AI-driven Front-End, Full-Stack, Python, and Backend development.
- Build apps, websites, and tools for a professional portfolio that stands out.
- Practice AI-powered software development by building with AI to understand, edit, and improve your code—all reflecting how modern software is built.
- Code anywhere with our mobile IDE. Write, run, and edit Python, JavaScript, and HTML directly in the app.
- Master collaboration, tooling, and workflows used by modern developers.
- Track progress, earn certificates, and stay motivated with streaks and leaderboards.

How It Works

1. Learn to Code Step by Step
Start with beginner-friendly interactive lessons in Python, JavaScript, or HTML to learn programming and build a solid foundation.

2. Build with AI Like Modern Developers
Use AI to enhance your workflow, understand code, debug, and refine your work. You control your code—AI works with you, not for you. See, edit, and take charge of what you create.

3. Create Lasting Projects
Turn your skills into apps, websites, automations, games, and other portfolio-worthy projects.

What Makes Mimo Different 

- Mimo combines hands-on coding with AI-powered development tools.
From your first project, you gain practical skills for today’s tech industry, supported by project experience and AI-driven learning that sets you apart in the job market.

- Learn coding by building software from the very beginning.
You’ll practice Python, JavaScript, HTML, CSS, SQL, TypeScript, and React. Build real software from day one—no waiting through months of tutorials.

- Learn AI-driven software development, not just programming syntax.
Mimo helps you build coding skills faster by using AI to explore solutions, understand code, and move forward with confidence.

- Gain lasting skills and build a portfolio that stays relevant as the industry evolves.
Aiming for a software development career? Mimo offers the skills, practice, and projects to get started.

Reviews and Recognitions:

🏆 Google Play's Editor's Choice
🏅Best Self-Improvement Apps

- ""This way, you can work learning to code into your daily routine whenever you have a few minutes."" – TechCrunch.
- ""The app's lessons are bite-sized to make it easy to squeeze coding into your busy day."" – The New York Times.

Learn to code in popular programming languages like Python, HTML, JavaScript, CSS, SQL, and master AI-assisted, modern software development. Build apps, understand code, gain confidence, and become a future-ready developer with Mimo.

Don’t just learn yesterday’s coding syntax or chase today’s vibe coding hype. Get the skills that make you a software developer of tomorrow. 

Start learning with Mimo now!",4.6,699468,"10,000,000+",https://play.google.com/store/apps/details?id=com.getmimo
83,Learn Python Programming,Learn Programming & Coding IDE's,"Build your python skills on the go with this amazing free app to learn Python Programming. Become a Python programming expert by learning the python coding language.

Learn Python is a must have app for all coding learners or computer science students to learn python programming language whenever they want and wherever they want. Whether you’re preparing for a python interview or any exam that requires python programming knowledge, you can find amazing content on this programming learning app.

This amazing Python Programming Learning app has amazing content such as Python Programming Tutorials, Python Programming Lessons, Programs, Questions & Answers and all that you need to either learn Python programming basics or to become a Python programming expert.

With an amazing collection of Python Programs (code examples) with comments, multiple questions and answers, all your programming learning needs are bundled in a single code learning app.


**************************
APP FEATURES
**************************
“Learn Python” app makes your code learning fun whether you’re looking to learn basics or become an expert programmer. Here are the features that would make us your single choice to learn python programming language -

💻Best collection of Python Tutorials
💻100+ Python Programs with proper comments for better understanding
💻Learn Python Basics for beginners
💻Questions & Answers in different categories
💻Important Exam Questions
💻Share the Tutorials & Programs with other friends
💻Tutorials for beginner programmers or those who’re looking to learn advance programming

“Learn Python” app has a really simple and intuitive user interface. It is the best app to let you learn the Python programming language for free. So, what are you waiting for? Download the app now to become a Python Programming Pro.

If you have any feedback for us, please write us an email and we will be happy to help you out. If you have liked any feature of this app, feel free to rate us on play store and share with other friends.

About Programming Hub
Programming Hub is a premium learning app that is backed by Google's Experts. Programming Hub offers research backed combination of Kolb's learning technique + insights from experts which ensures you learn thoroughly. For more details, visit us on www.prghub.com

Made with ❤️ in India 🇮🇳",4.79,63836,"1,000,000+",https://play.google.com/store/apps/details?id=python.programming.coding.python3.development
84,Learn C Programming,Learn Programming & Coding IDE's,"Learn C is a free Android app that makes it easy to learn C programming. You can use the app
to follow through C tutorials, write and run C code in each lesson, take quizzes and more. The app covers
all the core concepts of C programming language from basic to advanced step-by-step.

The Learn C app requires no prior programming knowledge and is perfect for beginners who want to learn C programming or
programming in general. If you do not know, C is a powerful programming language that has a wide range of applications.
It is also a great language to start learning to program because after learning C, you not only understand the concepts
of programming but you will also understand the internal architecture of a computer, how computers store and retrieve
information.

To make learning C more interesting, the app provides dozens of practical examples that you can edit and run on the C
compiler. You can also use the online C compiler and write and run your C code from the scratch.

Learn C Free Mode
Get all the course content and examples for free.

• Programming concepts divided into thoughtfully curated bite-sized lessons that are easier to understand for
beginners
• C quizzes to revise what you have learned with feedback.
• A powerful C compiler that allows you to write and run code.
• Tons of practical C examples to practice what you have learned.
• Bookmark topics that you find confusing and revisit them anytime if you need help.
• Track your progress and continue from where you have left.
• Dark mode for a great learning experience.

Learn C PRO: For Seamless Learning Experience
Get access to all pro features for a nominal monthly or annual fee:

• Ad-free experience. Learn C programming without distraction.
• Unlimited code runs. Write, edit and run C programs as many times as you want.
• Break the rule. Follow the lessons in any order you want.
• Get Certified. Receive the course completion certificate.

Why learn C App From Programiz?
• App created after thoughtfully assessing feedback from hundreds of programming beginners
• Step-by-step tutorials further divided into bite-sized lessons so that coding is not overwhelming
• A hands-on approach to learning; start writing C programs from the very first day

Learn C on the go. Get started with C programming today!

We love to hear from you. Tell us about your experience at app@programiz.com.

Visit Website: Programiz",4.62,5003,"500,000+",https://play.google.com/store/apps/details?id=com.programiz.learnc
85,"Coding X : Learn Python, Java",Learn Programming & Coding IDE's,"Coding X will help you learn programming languages such as Python, Java, C Programming, C++, HTML, and CSS, and more with just 5 minutes a day with the Learn Programming app: Coding X 

Coding X is a one-stop app to support your needs to learn coding and programming. If you're planning to take up a software engineer job or want to excel in your exams then this app is made for you. Learning to code has never been so easy and fun!
Our learn to code app is created using research and collaboration with experts and offers a perfect path to learn programming. You will learn to code like an expert and enjoy it like a game. 

✅ Expertly curated courses 🏆

✅ Coding Made Easy for Beginners

✅ Awesome design and interactions 😻👯

✅ In-demand Tech and IT Courses

✅ Sample Codes and Practice Questions

✅ No Ads 👿

With a vast collection of in-depth courses and the inclusion of the fastest online coding compiler in the world, all your programming needs are bundled in a single app for your daily practice.

What programming languages can you learn with this coding tutor app?

Learn Python 👨🏻‍💻 - Python is an interpreted high-level general-purpose programming language. On this app, you can learn and master the Python programming language from scratch to advanced. You will also create projects in Python. 

Learn Java 👨🏻‍💻 - Java is an object-oriented, general-purpose, high-level programming language. You will learn how to write object-oriented code in Java and many advanced concepts such as Networking, JDBC, Swing, and more. You can later use these Java concepts and implement them in web development, app development, and more. 

Learn C Programming 👨🏻‍💻 - C programming is a powerful general-purpose language. If you are new to programming then C Programming is the best language to start your programming journey.

Learn C++ 👨🏻‍💻 - C++ is used nearly everywhere for everything from systems programming, numerical and scientific computing, web development, writing compilers, console games, desktop applications, and so on. This application will help you learn C++ programming and make you industry ready. 

Learn HTML CSS 👨🏻‍💻- HTML and CSS are the core technologies for web development. This app will teach you web development using technologies like HTML, CSS, JavaScript, React, and more. Master HTML CSS and create amazing websites. 

Learn Hacking 👨🏻‍💻- Do you want to learn Ethical Hacking? This application will teach you Ethical Hacking from scratch with a completely practical approach. 

Used by millions of learners, this app is an accessible and effective way to learn to code in Python, Java, HTML, CSS, C++, etc. These programming lessons are suitable for everyone, even with no prior coding knowledge or experience.

**************************
APP FEATURES
**************************

While we make learning to code easy and fun, here are features that would make us your single choice to learn programming languages -

Programming Courses 🚀: To make your learning more interesting, our experts have created bite-sized and interactive courses in Python, Java, C, C++, etc. which will help you learn programming like never before. It's the best place to learn new concepts.

Compiler 🚀: The fastest online compiler in the world on Android with support to compile and run over 20+ programming languages. Write code in various programming languages directly from your mobile. 

Other Features to improve your programming learning experience includes - 

1. Concept-based illustrations to quickly learn to code in a fun way
2. Interactive learning experience
3. Periodic Updates with new programming examples and course content
4. Live projects and modules where you will make your own applications while learning through the course.

Instead of giving us a lower rating, please mail us your queries, issues, or suggestions at hello@codingx.app, we will be happy to solve them for you :)

Visit our website: www.codingx.app",4.8,24070,"1,000,000+",https://play.google.com/store/apps/details?id=codingx.coding.programming.learn.learntocode.code.java.python.program.delevopment.it.apps.dev
86,GeeksforGeeks - Learn To Code,Learn Programming & Coding IDE's,"Welcome to the ultimate hub for programmers - the GeeksforGeeks app! 

Join our thriving community of over a million geeks who are mastering programming languages, preparing for competitive exams, and gaining insights from top company interviews. 

With 20,000+ programming questions, 40,000+ articles, and interview experiences from leading companies like Google, Amazon, and Microsoft, there's something for everyone, from beginners to experts.

🌟 Key Features:

🎯 Personalized Feed: Enjoy content tailored to your interests, ensuring you stay engaged and informed. 

🔍 Powerful Search: Effortlessly find data structures, algorithms, and computer science topics to suit your needs. 

🤝 Download Courses - You can now download the course videos in your app and continue watching in offline mode

📰 Stay Updated: Keep your knowledge up-to-date with the latest articles on popular topics. 

🚆 Offline Reading: Download articles and courses for learning on-the-go, even without an internet connection. 

🎓 Interview Experiences: Learn from others' experiences in interviews at top companies and boost your chances of landing your dream job. 

🌙 Night Mode: Reduce eye strain and enhance your late-night study sessions with this user-friendly feature.

✅ Quizzes: Assess your understanding with multiple-choice questions spanning various courses and topics.

📘 Comprehensive Topic Coverage:

📚 Data Structures (Array, Linked List, Stack, Queue, Binary Tree, etc.)

🔧 Algorithms (Searching, Sorting, Dynamic Programming, etc.)

💻 Programming Languages (C, C++, Java, Python, PHP, JavaScript, and more)

🎓Entrance Exam Preparations GATE, UGC NET, ISRO, Aptitude

🖥️ Computer Science Subjects (Operating Systems, Computer Networks, DBMS, etc.)

📝 Language Tutorials (C Programming, Java, PHP, HTML, CSS, SQL, and more)

🧠 Advanced Computer Subjects (Machine Learning, Security, Digital Image Processing, etc.)

🏢 Company-Specific Interview Preparation (Amazon, Google, Microsoft, Facebook, etc.)

🧩 Puzzles, Quizzes, MCQs

🌐 GBlog (technology-related articles)

Empower yourself with the skills and knowledge to excel in the world of programming and computer science – download the GeeksforGeeks app now and take your career and knowledge to new heights!",4.45,15152,"1,000,000+",https://play.google.com/store/apps/details?id=free.programming.programming
87,Replit: Build apps with AI,Learn Programming & Coding IDE's,"Replit is the best way to create and ship real projects, apps, games, and more right from your phone. With Replit, you can create anything, anywhere. Make apps & sites with natural language prompts. No-code needed

Tell Replit Agent your app or website idea, and it will build it for you automatically. It’s like having an entire team of software engineers on demand, ready to build what you need — all through a simple chat.

Here's what you can do with the Replit app:
• Build websites and apps with natural language using Replit Agent
• Instantly host anything with zero setup deployment
• Create live with others through real-time multiplayer collaboration
• Create in any language and any framework
• Clone and remix projects from over 33 million creators
• Set up custom domains for any of your projects
• Use replAuth to easily configure login for your project's users
• Use ReplDB to quickly spin up databases for any project

Replit is perfect for you whether you're new to creating apps or have been shipping projects for years. If you're a beginner, we have easy-to-use templates so you can learn to create your first dream project. If you're an expert, Replit has advanced features so you can ship real, meaningful projects all from your phone.

With Replit, you can quickly create and collaborate with others. Invite friends to collaborate live on a project together or clone other people's projects to remix their ideas as your own. With millions of templates and projects, you'll have plenty of options to choose from. 

Once you create a project or app, it will be instantly live with custom urls so you can share it with friends. Hosting on Replit is built-in. With zero setup and custom domains, sharing your work with anyone anywhere is easy.

With Replit you can go from creating your first app and sharing projects with the world all from your mobile phone. We're so stoked to see what you build. 

Terms of Use: https://www.apple.com/legal/internet-services/itunes/dev/stdeula/",4.38,25558,"5,000,000+",https://play.google.com/store/apps/details?id=com.replit.app
88,Learn HTML,Learn Programming & Coding IDE's,"Build your HTML skills on the go with this amazing free app to learn HTML. Become a HTML programming expert by learning the HTML coding language.

Learn HTML is a must have app for all coding learners or computer science students to learn HTML programming whenever they want and wherever they want. Whether you’re preparing for an HTML interview or any exam that requires HTML programming knowledge, you can find amazing content on this programming learning app.

This amazing HTML Programming Learning app has amazing content such as HTML Tutorials, HTML Programming Lessons, Programs, Questions & Answers and all that you need to either learn HTML programming basics or to become an HTML development expert.

With an amazing collection of HTML Programs (code examples) with comments, multiple questions and answers, all your programming learning needs are bundled in a single code learning app.


**************************
APP FEATURES
**************************
“Learn HTML” app makes your code learning fun whether you’re looking to learn basics or become an expert programmer. Here are the features that would make us your single choice to learn HTML programming -

💻Best collection of HTML Tutorials
💻100+ HTML Programs with comments for better understanding
💻Learn HTML Basics for beginners
💻Questions & Answers in different categories
💻Important Exam Questions
💻Share the Tutorials & Programs with other friends
💻Tutorials for beginner programmers or those who’re looking to learn advanced programming

“Learn HTML” app has a really simple and intuitive user interface. It is the best app to let you learn the HTML programming language for free. So, what are you waiting for? Download the app now to become a HTML Programming Pro.

If you have any feedback for us, please write us an email and we will be happy to help you out. If you have liked any feature of this app, feel free to rate us on play store and share with other friends.",4.6,12002,"1,000,000+",https://play.google.com/store/apps/details?id=html.programming.learn.web.html5.website.development
89,Coding C,Learn Programming & Coding IDE's,"Coding C is really simple IDE. It provides compile and run functionality that allows beginners to verify their ideas as quickly as possible. The software does not need to download additional plugins.

Feature：
1.Code Compile & Run
2.Auto Save
3.Highlight Key Words
4.Open/Save file
5.Smart Code Hint
6.Format Code
7.Common Character Panel
8.Support Every InputMethod",4.42,8125,"1,000,000+",https://play.google.com/store/apps/details?id=com.kvassyu.coding2.c
90,Code Studio,Learn Programming & Coding IDE's,"Code Studio is an integrated development environment(ide) for developing android apps, java console programs and web sites on your device with support for auto completion and real time error checking among others.


 Features 

 Editor 
- Code completion for java.
- Real Time error checking.
- Auto backup if you leave the app without saving.
- Undo and Redo.
- Support for characters not normally present in the virtual keyboard like tabs and arrows.

 Terminal 
- Access the shell and commands that ship with android.
- Preinstalled with basic unix command like grep and find(Missing in older android versions but newer devices already ship with them)
- Support for tab and arrows even if the virtual keyboard lacks them.

 File Manager 
- Access your files without leaving the app.
- Copy, Paste and Delete.",4.35,6145,"1,000,000+",https://play.google.com/store/apps/details?id=com.alif.ide
91,Pydroid 3 - IDE for Python 3,Learn Programming & Coding IDE's,"Pydroid 3 is the most easy to use and powerful educational Python 3 IDE for Android.

Features:
- Offline Python 3 interpreter: no Internet is required to run Python programs.
- Pip package manager and a custom repository for prebuilt wheel packages for enhanced scientific libraries, such as numpy, scipy, matplotlib, scikit-learn and jupyter.
- OpenCV is now available (on devices with Camera2 API support). *
- TensorFlow and PyTorch are also available. *
- Examples available out-of-the-box for quicker learning.
- Complete Tkinter support for GUI.
- Full-featured Terminal Emulator, with a readline support (available in pip).
- Built-in C, C++ and even Fortran compiler designed specially for Pydroid 3. It lets Pydroid 3 build any library from pip, even if it is using native code. You can also build & install dependencies from a command line.
- Cython support.
- PDB debugger with breakpoints and watches.
- Kivy graphical library with a shiny new SDL2 backend.
- PySide6 support available in Quick Install repository along with matplotlib PySide6 support with no extra code required.
- Matplotlib Kivy support available in Quick Install repository.
- pygame 2 support.

Editor features:
- Code prediction, auto indentation and real time code analysis just like in any real IDE. *
- Extended keyboard bar with all symbols you need to program in Python.
- Syntax highlighting & themes.
- Tabs.
- Enhanced code navigation with interactive assignment/definition gotos.
- One click share on Pastebin.

* Features marked by asterisk are available in Premium version only.

Quick manual.
Pydroid 3 requires at least 250MB free internal memory. 300MB+ is recommended. More if you are using heavy libraries such as scipy.
To run debug place breakpoint(s) clicking on the line number.
Kivy is detected with “import kivy”, “from kivy“ or ""#Pydroid run kivy”.
PySide6 is detected with “import PySide6”, “from PySide6“ or ""#Pydroid run qt”.
The same for sdl2, tkinter and pygame.
There is a special mode ""#Pydroid run terminal"" to ensure your program runs in terminal mode (this is useful with matplotlib that automatically runs in GUI mode)

Why are some libraries premium-only?
These libraries were extremely hard to port, so we had to ask another developer to do that. Under agreement, his forks of these libraries are provided to the premium users only. If you would like to develop free forks of these libraries - contact us.

Take a part in development of Pydroid 3 by reporting bugs or providing feature requests to us. We appreciate that. 

As Pydroid 3 main goal is to help user learn Python 3 programming language, our first priority is porting scientific libraries (so system-related libraries are ported only when they are used as dependencies of some other educational package).

Legal information.
Some binaries in Pydroid 3 APK are licensed under (L)GPL, email us for the source code.
GPL pure Python libraries bundled with Pydroid 3 are considered to be coming in the source code form already.
Pydroid 3 doesn’t bundle any GPL-licensed native modules to avoid automatic import of them. The famous example of such library is GNU readline, that can be installed using pip.
Samples available in the application are free for educational usage with one exception: they, or their derivative works, cannot be used in any competing products (in any way). If you are unsure, whether your app is affected by this restriction, always ask for a permission via email.
Android is a trademark of Google Inc.",4.37,78217,"10,000,000+",https://play.google.com/store/apps/details?id=ru.iiec.pydroid3
92,"WebCode - html, css, js ide",Learn Programming & Coding IDE's,"WebCode in an ide(integrated development environment) for the web with support for html, css and javascript.
It features a powerful editor with support for auto completion(only for html and css), syntax highlighting and indentation.

 Features 

 Editor 
- Auto Completion for html and css.
- Previewing your html files.
- Syntax highlighting for html, css, javascript and php.
- Indentation.
- Undo, Redo, Jump to, Find, Find and Replace.

 Console 
- Shows logs coloring them based on their level.

 File Manager 
- Access your files without leaving the app.
- Copy, Paste and Delete.",4.36,7992,"1,000,000+",https://play.google.com/store/apps/details?id=com.qamar.ide.web
93,Cxxdroid - C/C++ compiler IDE,Learn Programming & Coding IDE's,"Cxxdroid is the most easy to use educational C and C++ IDE for Android.

Features:
- Offline C/C++ compiler: no Internet is required to run C/C++ programs.
- Package manager and a custom repository with prebuilt packages for common libraries, such as Boost, SQLite, ncurses, libcurl, etc.
- Graphics libraries such as SDL2, SFML* and Allegro* are also available.
- Examples available out-of-the-box for quicker learning.
- Full-featured Terminal Emulator.
- C/C++ interpreter mode (REPL) based on CERN Cling is also available.
- Outstanding performance with advanced compiler caching technology: upto 33 times faster when Boost library is used, 3x average speedup.
- Clean and mature architecture: now code is analyzed and compiled with the same compiler, and the IDE doesn't crash completely due to runtime errors in your programs :)
- UI designed with speed and usability in mind: forget about unobvious shortcuts or touch button combos required just to run your program.
- True compiler: no Java (or even Javascript) based interpreters involved, even inline assembler language is supported (Clang syntax).

Editor features:
- Real time code prediction, auto indentation and code analysis just like in any real IDE. *
- Extended keyboard bar with all symbols you need to program in C++.
- Syntax highlighting & themes.
- Tabs.
- One click share on Pastebin.

* Features marked by asterisk are available in Premium version only.

Important notice: Cxxdroid requires at least 150MB free internal memory. 200MB+ is recommended. More if you are using heavy libraries such as Boost.

Take a part in development of Cxxdroid by reporting bugs or providing feature requests to us. We appreciate that.
The list of features that are not yet available, but we are working to add them:
- Debugger

As Cxxdroid main goal is to help user learn C++ programming language, our first priority is porting common libraries, note that when asking us to add some library.

Legal information.
Busybox and GNU ld in Cxxdroid APK are licensed under (L)GPL, email us for the source code.
Clang bundled with Cxxdroid has some important changes, but the source of this fork is currently closed. We are not allowing any reuse of this (or other proprietary) part of Cxxdroid in any other products and will consider this a copyright infringement. Binaries compiled with Cxxdroid may be also a subject to these restrictions if they are linked to our proprietary libraries.
Samples available in the application are free for educational usage with one exception: they, or their derivative works, cannot be used in any competing products (in any way). If you are unsure, whether your app is affected by this restriction, always ask for a permission via email.
Android is a trademark of Google Inc.",4.46,19749,"1,000,000+",https://play.google.com/store/apps/details?id=ru.iiec.cxxdroid
